LongerDesign-lesstriangles2-rearleft
25m/s T6/1-Quads-ThickSurf-ForceSum-REAR_LEFT_(0.00,1.00)


 Ctrl        Alpha        Beta         CL           CD           CD_viscous   CD_induced   CY           Cm           Cm_viscous   Cm_pressure  Cl           Cn           Cn_viscous   Cn_pressure  CL/CD        CL^(3/2)/CD  1/sqrt(CL)   Fx_FF_(N)    Fy_FF_(N)    Fz_FF_(N)    Fx_sum_(N)   Fy_sum_(N)   Fz_sum_(N)   Extra_drag_(N)  Fuse_drag_(N)  Cf_Fuse      Vx_(m/s)     Vz_(m/s)     V_(m/s)      Gamma        L_(N.m)      M_(N.m)      N_(N.m)      CPx_(m)      CPy_(m)      CPz_(m)      BM_(N.m)     m.g.Vz_(W)   Fx.Vx_(W)    Efficiency   XCp.Cl       XNP_(m)      Phugoid_Freq._(Hz)  Phugoid_Damping  Short_Period_Freq._(Hz)  Short_Period_Damping_Ratio  Dutch_Roll_Freq._(Hz)  Dutch_Roll_Damping  Roll_Damping  Spiral_Damping  Mass_(kg)    CoG_x_(m)    CoG_z_(m)    
        -20            0            0     -0.93201      0.13634     0.012066      0.12427     -0.04268      0.86831    -0.057456      0.92577     -0.37867    -0.035188   -0.0060621    -0.029126      -6.8361      -6.5996           -1       3920.2      -1346.4       -29401       3920.2      -1346.4       -29401            0            0            0       24.737      -1.1454           25      -8.3223       5972.7       5752.2       555.02      0.91627     -0.24834     0.024937            0      -3303.5      0.31124      0.90111     -0.85397            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -19            0            0     -0.88402        0.124     0.011439      0.11256    -0.038816      0.84664    -0.054473      0.90111     -0.36222    -0.031844   -0.0057066    -0.026138      -7.1294      -6.7032           -1       3550.7      -1224.5       -27887       3550.7      -1224.5       -27887            0            0            0       24.758      -1.1277           25      -7.9845       5713.2       5608.6       502.27      0.91629     -0.24824     0.023268            0      -3252.5      0.28215      0.89507     -0.81001            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -18            0            0      -0.8355      0.11215     0.010796      0.10136     -0.03515       0.8217    -0.051409      0.87311     -0.34515    -0.028614    -0.005344     -0.02327      -7.4496      -6.8094           -1       3197.4      -1108.8       -26356       3197.4      -1108.8       -26356            0            0            0       24.778      -1.1101           25      -7.6454       5444.1       5443.5       451.33      0.91621     -0.24816     0.021556            0      -3201.8      0.25428      0.88785     -0.76549            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -17            0            0     -0.78647      0.10091     0.010215       0.0907    -0.031683      0.79305    -0.048645      0.84169     -0.32749    -0.025554    -0.005018    -0.020536      -7.7934      -6.9115           -1       2861.2      -999.48       -24810       2861.2      -999.48       -24810            0            0            0       24.797      -1.0937           25      -7.3119       5165.5       5253.6       403.05      0.91601     -0.24808     0.019794            0      -3154.5      0.22772      0.87916     -0.72042            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -16            0            0     -0.73695     0.090308    0.0097208     0.080587     -0.02842      0.76055     -0.04629      0.80684     -0.30922    -0.022667   -0.0047373    -0.017929      -8.1604      -7.0054           -1       2542.2      -896.52       -23248       2542.2      -896.52       -23248            0            0            0       24.814      -1.0791           25      -6.9863       4877.2       5038.3       357.52      0.91569     -0.24801     0.017976            0      -3112.2      0.20247       0.8688     -0.67482            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -15            0            0     -0.68696     0.080305    0.0092647     0.071041    -0.025362       0.7244    -0.044117      0.76852     -0.29034    -0.019943   -0.0044839     -0.01546      -8.5544      -7.0902           -1         2241      -800.06       -21671         2241      -800.06       -21671            0            0            0       24.831      -1.0662           25      -6.6675       4579.5       4798.8       314.57      0.91521     -0.24795     0.016091            0      -3074.9      0.17861      0.85638     -0.62872            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -14            0            0     -0.63652     0.070886    0.0088137     0.062072    -0.022513       0.6847     -0.04197      0.72667     -0.27086     -0.01736   -0.0042316    -0.013128      -8.9796      -7.1641           -1       1958.1      -710.17       -20080       1958.1      -710.17       -20080            0            0            0       24.846      -1.0552           25      -6.3545       4272.3       4535.9       273.81      0.91455     -0.24789     0.014126            0      -3043.2      0.15615      0.84147     -0.58213            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -13            0            0     -0.58567      0.06214      0.00844       0.0537    -0.019874      0.64112    -0.040191      0.68131      -0.2508    -0.014968   -0.0040266    -0.010941      -9.4251      -7.2129           -1         1694      -626.95       -18475         1694      -626.95       -18475            0            0            0        24.86       -1.048           25      -6.0564       3955.8       4247.2       236.09      0.91366     -0.24784     0.012064            0      -3022.6      0.13517      0.82346     -0.53511            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -12            0            0     -0.53442     0.054022    0.0080854     0.045937    -0.017449      0.59388    -0.038502      0.63238     -0.23014    -0.012735   -0.0038319   -0.0089032      -9.8926      -7.2319           -1       1449.1      -550.43       -16859       1449.1      -550.43       -16859            0            0            0       24.873      -1.0453           25      -5.7722       3629.9       3934.2       200.87      0.91249      -0.2478    0.0098776            0      -3014.7      0.11569      0.80151     -0.48766            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -11            0            0     -0.48281     0.046562    0.0077628     0.038799    -0.015238       0.5429    -0.036966      0.57987      -0.2089    -0.010675   -0.0036554   -0.0070191      -10.369      -7.2049           -1         1224      -480.69       -15230         1224      -480.69       -15230            0            0            0       24.885      -1.0492           25      -5.5086         3295       3596.5       168.37      0.91096     -0.24777    0.0075312            0        -3026     0.097758      0.77451     -0.43982            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -10            0            0     -0.43084     0.039759    0.0074643     0.032295    -0.013244      0.48822    -0.035544      0.52376     -0.18709    -0.008783   -0.0034929   -0.0052901      -10.836      -7.1128           -1       1018.8       -417.8       -13591       1018.8       -417.8       -13591            0            0            0       24.894      -1.0628           25      -5.2725       2950.9       3234.3       138.53      0.90893     -0.24775    0.0049683            0      -3065.2     0.081401      0.74098     -0.39161            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -9            0            0     -0.37858     0.033632    0.0071946     0.026438     -0.01147      0.42982     -0.03426      0.46408     -0.16471   -0.0070666   -0.0033464   -0.0037202      -11.256      -6.9259           -1          834      -361.83       -11943          834      -361.83       -11943            0            0            0       24.902      -1.0914           25      -5.0768         2598       2847.4       111.46      0.90621     -0.24775    0.0021024            0      -3147.9     0.066658      0.69886     -0.34307            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -8            0            0     -0.32603      0.02819    0.0069534     0.021237    -0.009916      0.36769    -0.033111       0.4008     -0.14178   -0.0055284   -0.0032157   -0.0023127      -11.565      -6.6035           -1       669.94      -312.81       -10285       669.94      -312.81       -10285            0            0            0       24.907      -1.1447           25      -4.9419       2236.3       2435.8       87.198      0.90249     -0.24777   -0.0012124            0      -3301.5     0.053556      0.64523     -0.29424            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -7            0            0     -0.27321     0.023434      0.00673     0.016704   -0.0085836      0.30186    -0.032047       0.3339     -0.11829   -0.0041663   -0.0030959   -0.0010704      -11.659      -6.0939           -1       526.93      -270.78      -8618.5       526.93      -270.78      -8618.5            0            0            0       24.909      -1.2405           25      -4.9024       1865.7       1999.7       65.714      0.89719     -0.24782   -0.0052361            0      -3577.7     0.042127      0.57607     -0.24512            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -6            0            0     -0.22017     0.019377    0.0065307     0.012847   -0.0074744      0.23233    -0.031099      0.26343    -0.094262   -0.0029861   -0.0029888   2.7016e-06      -11.362      -5.3313           -1       405.26      -235.78      -6945.4       405.26      -235.78      -6945.4            0            0            0       24.904      -1.4179           25      -5.0298       1486.8       1539.1       47.099      0.88918     -0.24792    -0.010478            0      -4089.4     0.032393      0.48643     -0.19577            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -5            0            0     -0.16693     0.016025    0.0063504    0.0096749    -0.006589      0.15913     -0.03024      0.18937    -0.069703   -0.0019879   -0.0028925   0.00090451      -10.417      -4.2559           -1        305.2      -207.86      -5265.9        305.2      -207.86      -5265.9            0            0            0       24.886      -1.7762           25      -5.4836       1099.4       1054.2       31.356      0.87589      -0.2481    -0.018108            0      -5122.7     0.024377       0.3713     -0.14621            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -4            0            0     -0.11351     0.013378    0.0061861    0.0071919   -0.0059289     0.082284    -0.029458      0.11174    -0.044615   -0.0011714   -0.0028055    0.0016341       -8.485      -2.8587           -1       226.87      -187.03      -3580.8       226.87      -187.03      -3580.8            0            0            0       24.828      -2.6443           25      -6.7216       703.71        545.1       18.476      0.84987      -0.2485    -0.031505            0      -7626.4     0.018079      0.23097    -0.096471            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -3            0            0     -0.05997     0.011451    0.0060413    0.0054096   -0.0054939    0.0018102    -0.028768     0.030578    -0.019025  -0.00054327   -0.0027291    0.0021858      -5.2371      -1.2825           -1       170.65      -173.31      -1891.8       170.65      -173.31      -1891.8            0            0            0       24.556      -5.8941           25       -10.81       300.08       11.992       8.5689      0.77706     -0.24964    -0.066131            0       -16999      0.01345     0.085705      -0.0466            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -2            0            0   -0.0063249     0.010244    0.0059123    0.0043318   -0.0052845    -0.082249    -0.028154    -0.054096    0.0070594  -0.00010234   -0.0026614    0.0025591     -0.61742    -0.049103           -1       136.65       -166.7      -199.52       136.65       -166.7      -199.52            0            0            0       13.134      -153.95           25      -58.308      -111.35      -544.87       1.6142     -0.53313     -0.27071     -0.66253            0    -4.44e+05    0.0057605    0.0011905     0.003372            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -1            0            0     0.047422    0.0097594    0.0058001    0.0039594   -0.0053018     -0.16992    -0.027619      -0.1423     0.033648   0.00015087   -0.0026029    0.0027538       4.8591       1.0582       4.5921        124.9      -167.25         1496        124.9      -167.25         1496            0            0            0       24.487       7.1438           25       11.629      -530.73      -1125.6      -2.3796        1.127     -0.24403     0.089612            0        20604    0.0098165     0.073223     0.053444            0            0            0            0            0            0            0            0            0          294         0.58            1  
          0            0            0       0.1012     0.010004    0.0057039    0.0042999   -0.0055448     -0.26109    -0.027161     -0.23393     0.060703   0.00021291    -0.002553     0.002766       10.116       3.2182       3.1435       135.64      -174.92       3192.5       135.64      -174.92       3192.5            0            0            0       24.879       2.3489           25       5.6454      -957.45      -1729.6      -3.3582       1.0231     -0.24568     0.040934            0       6774.6     0.010831      0.30705      0.10354            0            0            0            0            0            0            0            0            0          294         0.58            1  
          1            0            0      0.15501     0.010966    0.0056127    0.0053535   -0.0060144     -0.35573    -0.026727       -0.329     0.088231   9.1138e-05    -0.002505    0.0025962       14.136       5.5654       2.5399       168.88      -189.73         4890       168.88      -189.73         4890            0            0            0       24.938       1.3583           25       4.0466      -1391.7      -2356.6      -1.4375       0.9913      -0.2462     0.024962            0       3917.4     0.013517      0.57864      0.15366            0            0            0            0            0            0            0            0            0          294         0.58            1  
          2            0            0       0.2088     0.012623    0.0054995     0.007124   -0.0067091     -0.45362    -0.026188     -0.42743       0.1162  -0.00019965   -0.0024406    0.0022409        16.54        7.558       2.1885       224.73      -211.64       6586.6       224.73      -211.64       6586.6            0            0            0       24.954       1.0002           25       3.4598      -1832.8        -3005        3.149      0.97582     -0.24645     0.016429            0       2884.6        0.018      0.78891      0.20375            0            0            0            0            0            0            0            0            0          294         0.58            1  
          3            0            0      0.26253     0.014988    0.0053777    0.0096104   -0.0076291     -0.55478    -0.025608     -0.52917      0.14461  -0.00067444   -0.0023756    0.0017011       17.516       8.9749       1.9517       303.17      -240.67       8281.8       303.17      -240.67       8281.8            0            0            0       24.959      0.84227           25       3.2675      -2280.9      -3675.2       10.638      0.96661     -0.24661     0.010764            0       2429.2     0.024287      0.92455      0.25377            0            0            0            0            0            0            0            0            0          294         0.58            1  
          4            0            0      0.31619     0.018093    0.0052805     0.012812   -0.0087736     -0.65932    -0.025145     -0.63418      0.17344   -0.0013515   -0.0023275   0.00097597       17.476       9.8271       1.7784       404.17      -276.77       9974.6       404.17      -276.77       9974.6            0            0            0       24.959      0.76922           25       3.2749      -2735.6      -4367.8       21.317      0.96047     -0.24672     0.006506            0       2218.5     0.032378        1.006       0.3037            0            0            0            0            0            0            0            0            0          294         0.58            1  
          5            0            0      0.36974     0.021939    0.0052104     0.016729    -0.010141     -0.76721    -0.024811     -0.74239      0.20267   -0.0022328   -0.0022973   6.4441e-05       16.853       10.248       1.6446       527.73      -319.92        11664       527.73      -319.92        11664            0            0            0       24.956      0.73766           25       3.3958      -3196.7      -5082.4       35.218      0.95605     -0.24681    0.0030435            0       2127.5     0.042271       1.0535      0.35349            0            0            0            0            0            0            0            0            0          294         0.58            1  
          6            0            0      0.42317     0.026542    0.0051824     0.021359    -0.011732     -0.87847    -0.024678     -0.85379      0.23231   -0.0033251   -0.0022907   -0.0010344       15.944       10.371       1.5372       673.79      -370.09        13349       673.79      -370.09        13349            0            0            0       24.951      0.72885           25        3.589      -3664.2      -5819.5       52.447      0.95268     -0.24689   7.5085e-05            0       2102.1     0.053959       1.0808      0.40314            0            0            0            0            0            0            0            0            0          294         0.58            1  
          7            0            0      0.47643     0.031929    0.0052298     0.026699    -0.013543     -0.99319    -0.024904     -0.96828      0.26233   -0.0046509    -0.002331   -0.0023199       14.921       10.299       1.4488       842.25      -427.24        15029       842.25      -427.24        15029            0            0            0       24.944      0.73396           25       3.8341      -4137.7      -6579.5       73.357      0.94999     -0.24697   -0.0025639            0       2116.8     0.067431        1.096       0.4526            0            0            0            0            0            0            0            0            0          294         0.58            1  
          8            0            0      0.52947     0.038117    0.0053735     0.032744    -0.015574      -1.1113    -0.025588      -1.0858      0.29271   -0.0062215   -0.0024305    -0.003791       13.891       10.107       1.3743       1032.9       -491.3        16703       1032.9       -491.3        16703            0            0            0       24.935      0.74789           25       4.1177      -4616.8      -7362.2       98.131      0.94777     -0.24704   -0.0049709            0         2157     0.082669       1.1037      0.50181            0            0            0            0            0            0            0            0            0          294         0.58            1  
          9            0            0      0.58227      0.04511    0.0056273     0.039483    -0.017823      -1.2329    -0.026797      -1.2061      0.32343    -0.008036   -0.0025911   -0.0054449       12.908       9.8495       1.3105       1245.5      -562.25        18368       1245.5      -562.25        18368            0            0            0       24.925      0.76747           25         4.43      -5101.3      -8167.5       126.75      0.94587      -0.2471   -0.0072076            0       2213.5     0.099642        1.107      0.55076            0            0            0            0            0            0            0            0            0          294         0.58            1  
         10            0            0      0.63483     0.052897    0.0059766      0.04692    -0.020288      -1.3578     -0.02846      -1.3294      0.35449    -0.010093   -0.0028058   -0.0072869       12.001       9.5621       1.2551       1480.1      -640.01        20026       1480.1      -640.01        20026            0            0            0       24.914      0.79054           25       4.7632      -5591.2      -8995.1       159.19      0.94422     -0.24717   -0.0093157            0         2280      0.11836       1.1073      0.59942            0            0            0            0            0            0            0            0            0          294         0.58            1  
         11            0            0      0.68708     0.061418    0.0063759     0.055042    -0.022967      -1.4857    -0.030362      -1.4554      0.38585    -0.012353   -0.0030421   -0.0093112       11.187       9.2729       1.2064       1736.3      -724.52        21675       1736.3      -724.52        21675            0            0            0       24.901      0.81519           25       5.1081        -6086      -9842.4       194.85      0.94275     -0.24724    -0.011322            0       2351.1      0.13877       1.1057      0.64775            0            0            0            0            0            0            0            0            0          294         0.58            1  
         12            0            0      0.73903     0.070652    0.0068085     0.063843    -0.025859      -1.6165    -0.032422      -1.5841      0.41753     -0.01481   -0.0032912    -0.011519        10.46       8.9923       1.1632         2014      -815.73        23313         2014      -815.73        23313            0            0            0       24.887      0.84063           25       5.4609      -6585.7       -10709       233.59      0.94141     -0.24732    -0.013248            0       2424.5      0.16087       1.1029      0.69573            0            0            0            0            0            0            0            0            0          294         0.58            1  
         13            0            0      0.79062      0.08058    0.0072642     0.073316    -0.028958        -1.75    -0.034591      -1.7154      0.44948    -0.017457    -0.003549    -0.013908       9.8115       8.7241       1.1246       2312.8      -913.51        24941       2312.8      -913.51        24941            0            0            0       24.871      0.86648           25       5.8195      -7089.6       -11593       275.35      0.94016      -0.2474    -0.015105            0         2499      0.18462       1.0991      0.74331            0            0            0            0            0            0            0            0            0          294         0.58            1  
         14            0            0      0.84185     0.091166    0.0077183     0.083448    -0.032266       -1.886    -0.036754      -1.8492      0.48171    -0.020278   -0.0038011    -0.016477       9.2342       8.4726       1.0899       2632.4      -1017.9        26557       2632.4      -1017.9        26557            0            0            0       24.855       0.8922           25       6.1807        -7598       -12494       319.85      0.93899     -0.24748    -0.016906            0       2573.2         0.21       1.0948      0.79049            0            0            0            0            0            0            0            0            0          294         0.58            1  
         15            0            0      0.89263       0.1024    0.0081791     0.094225    -0.035777      -2.0243    -0.038948      -1.9854      0.51417    -0.023277   -0.0040539    -0.019223       8.7167       8.2355       1.0584       2972.4      -1128.6        28159       2972.4      -1128.6        28159            0            0            0       24.837      0.91788           25       6.5445        -8110       -13410       367.14      0.93788     -0.24756    -0.018657            0       2647.3      0.23695       1.0901      0.83718            0            0            0            0            0            0            0            0            0          294         0.58            1  
         16            0            0      0.94299      0.11428    0.0086423      0.10564     -0.03949       -2.165    -0.041154      -2.1238      0.54686    -0.026448   -0.0043075    -0.022141       8.2516       8.0129       1.0298       3332.4      -1245.7        29747       3332.4      -1245.7        29747            0            0            0       24.818      0.94338           25       6.9099      -8625.6       -14342       417.16      0.93681     -0.24765    -0.020365            0       2720.8      0.26545       1.0852       0.8834            0            0            0            0            0            0            0            0            0          294         0.58            1  
         17            0            0       0.9929      0.12679    0.0091167      0.11768    -0.043401      -2.3079    -0.043413      -2.2645      0.57979    -0.029798   -0.0045649    -0.025234       7.8308        7.803       1.0036       3712.2      -1369.1        31322       3712.2      -1369.1        31322            0            0            0       24.799      0.96877           25       7.2773      -9144.9       -15289       470.01      0.93577     -0.24774    -0.022034            0       2794.1      0.29547         1.08      0.92913            0            0            0            0            0            0            0            0            0          294         0.58            1  
         18            0            0       1.0423      0.13992    0.0095998      0.13032    -0.047507      -2.4529    -0.045713      -2.4072      0.61289     -0.03332   -0.0048261    -0.028494        7.449        7.605       0.9795       4111.2      -1498.6        32880       4111.2      -1498.6        32880            0            0            0       24.778      0.99399           25        7.646        -9667       -16250       525.55      0.93475     -0.24784    -0.023668            0       2866.8      0.32695       1.0746       0.9743            0            0            0            0            0            0            0            0            0          294         0.58            1  
         19            0            0       1.0912      0.15367     0.010103      0.14357    -0.051804         -2.6    -0.048111      -2.5519      0.64617    -0.037026   -0.0051018    -0.031924       7.1006       7.4173      0.95731         4529      -1634.2        34422         4529      -1634.2        34422            0            0            0       24.756       1.0191           25       8.0164       -10192       -17224          584      0.93375     -0.24794    -0.025269            0       2939.3      0.35986       1.0691       1.0189            0            0            0            0            0            0            0            0            0          294         0.58            1  
         20            0            0       1.1395      0.16801      0.01061       0.1574    -0.056288      -2.7489    -0.050524      -2.6984       0.6796    -0.040894   -0.0053763    -0.035518       6.7825       7.2402      0.93678       4965.2      -1775.6        35947       4965.2      -1775.6        35947            0            0            0       24.733       1.0441           25       8.3871       -10719       -18211       645.02      0.93276     -0.24804    -0.026838            0       3011.2      0.39415       1.0635       1.0629            0            0            0            0            0            0            0            0            0          294         0.58            1  
         21            0            0       1.1873      0.18294     0.011154      0.17179    -0.060957      -2.8997    -0.053115      -2.8466      0.71317    -0.044945   -0.0056763    -0.039269         6.49       7.0716      0.91775       5419.1      -1922.9        37454       5419.1      -1922.9        37454            0            0            0       24.708        1.069           25       8.7595       -11249       -19210       708.92      0.93176     -0.24815    -0.028379            0         3083      0.42976       1.0578       1.1063            0            0            0            0            0            0            0            0            0          294         0.58            1  
         22            0            0       1.2344      0.19844     0.011711      0.18673    -0.065805      -3.0522    -0.055767      -2.9965      0.74686    -0.049161   -0.0059828    -0.043179       6.2208       6.9116      0.90005       5890.5      -2075.9        38941       5890.5      -2075.9        38941            0            0            0       24.683       1.0937           25       9.1323       -11780       -20220       775.41      0.93077     -0.24826    -0.029892            0       3154.4      0.46666       1.0521        1.149            0            0            0            0            0            0            0            0            0          294         0.58            1  
         23            0            0        1.281      0.21449     0.012282      0.20221    -0.070832      -3.2064    -0.058488      -3.1479      0.78069    -0.053544   -0.0062981    -0.047246       5.9725       6.7598      0.88353       6378.8      -2234.5        40411       6378.8      -2234.5        40411            0            0            0       24.657       1.1183           25       9.5052       -12314       -21241       844.54      0.92978     -0.24838    -0.031378            0       3225.2      0.50481       1.0462       1.1911            0            0            0            0            0            0            0            0            0          294         0.58            1  
         24            0            0       1.3269       0.2311     0.012918      0.21818    -0.076029       -3.362    -0.061514      -3.3005      0.81455    -0.058109   -0.0066569    -0.051453       5.7417       6.6139      0.86812       6882.8      -2398.4        41858       6882.8      -2398.4        41858            0            0            0       24.629       1.1429           25       9.8799       -12848       -22272       916.55      0.92878      -0.2485    -0.032836            0       3296.4      0.54409       1.0403       1.2324            0            0            0            0            0            0            0            0            0          294         0.58            1  
         25            0            0       1.3722      0.24827     0.013606      0.23466    -0.081394      -3.5191    -0.064789      -3.4543       0.8485    -0.062852   -0.0070431    -0.055809       5.5269       6.4742      0.85369       7402.6      -2567.6        43286       7402.6      -2567.6        43286            0            0            0       24.601       1.1676           25       10.256       -13383       -23313       991.36      0.92777     -0.24863    -0.034269            0       3367.5       0.5845       1.0344        1.273            0            0            0            0            0            0            0            0            0          294         0.58            1  
         26            0            0       1.4167      0.26595     0.014337      0.25161    -0.086923      -3.6776    -0.068272      -3.6093      0.88249     -0.06776   -0.0074565    -0.060303       5.3269       6.3404      0.84016       7937.4        -2742        44691       7937.4        -2742        44691            0            0            0       24.571       1.1922           25       10.632       -13919       -24363       1068.8      0.92675     -0.24876    -0.035676            0       3438.6      0.62597       1.0283       1.3129            0            0            0            0            0            0            0            0            0          294         0.58            1  
         27            0            0       1.4606      0.28417     0.015137      0.26903    -0.092611      -3.8375    -0.072079      -3.7654      0.91654     -0.07286   -0.0079196    -0.064941       5.1398       6.2117      0.82744       8486.8      -2921.5        46075       8486.8      -2921.5        46075            0            0            0        24.54       1.2169           25        11.01       -14456       -25422       1149.2      0.92572     -0.24889    -0.037058            0       3509.8      0.66846       1.0222       1.3521            0            0            0            0            0            0            0            0            0          294         0.58            1  
