LongerDesign-lesstriangles2-front
30m/s T6/1-Quads-ThickSurf-ForceSum-FRONT_LEFT_(0.00,1.00)


 Ctrl        Alpha        Beta         CL           CD           CD_viscous   CD_induced   CY           Cm           Cm_viscous   Cm_pressure  Cl           Cn           Cn_viscous   Cn_pressure  CL/CD        CL^(3/2)/CD  1/sqrt(CL)   Fx_FF_(N)    Fy_FF_(N)    Fz_FF_(N)    Fx_sum_(N)   Fy_sum_(N)   Fz_sum_(N)   Extra_drag_(N)  Fuse_drag_(N)  Cf_Fuse      Vx_(m/s)     Vz_(m/s)     V_(m/s)      Gamma        L_(N.m)      M_(N.m)      N_(N.m)      CPx_(m)      CPy_(m)      CPz_(m)      BM_(N.m)     m.g.Vz_(W)   Fx.Vx_(W)    Efficiency   XCp.Cl       XNP_(m)      Phugoid_Freq._(Hz)  Phugoid_Damping  Short_Period_Freq._(Hz)  Short_Period_Damping_Ratio  Dutch_Roll_Freq._(Hz)  Dutch_Roll_Damping  Roll_Damping  Spiral_Damping  Mass_(kg)    CoG_x_(m)    CoG_z_(m)    
        -20            0            0      -1.0883      0.13526      0.01466       0.1206    -0.023031      -4.7094    -0.096449      -4.6129     -0.49475    -0.089769   -0.0073967    -0.082372      -8.0462       -8.394           -1         4058      -774.95       -36621         4058      -774.95       -36621            0            0            0       29.771      -1.0463           30      -7.0845       8323.9       -24087       1510.3     0.042799     -0.24836     0.013481            0      -3017.8      0.26928      0.93787    -0.046579            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -19            0            0      -1.0308      0.12239     0.013778      0.10861    -0.021034      -4.4251    -0.090647      -4.3345     -0.46996    -0.081336   -0.0069235    -0.074413      -8.4218      -8.5504           -1       3654.7      -707.77       -34684       3654.7      -707.77       -34684            0            0            0       29.791      -1.0272           30      -6.7715       7906.9       -22633       1368.4     0.042816     -0.24829     0.012552            0      -2962.6      0.24268      0.93413    -0.044134            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -18            0            0     -0.97273      0.11017     0.012955     0.097213     -0.01914      -4.1434    -0.085227      -4.0582     -0.44476    -0.073348   -0.0064923    -0.066856      -8.8295      -8.7083           -1       3271.1      -644.03       -32731       3271.1      -644.03       -32731            0            0            0       29.809      -1.0086           30      -6.4616       7482.9       -21192         1234     0.042768     -0.24822     0.011592            0      -2908.9      0.21734      0.92946    -0.041602            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -17            0            0     -0.91423     0.098528     0.012119      0.08641    -0.017349       -3.864    -0.079728      -3.7843     -0.41916    -0.065751   -0.0060437    -0.059707      -9.2789      -8.8721           -1       2907.6      -583.77       -30763       2907.6      -583.77       -30763            0            0            0       29.827     -0.98997           30      -6.1511       7052.1       -19763       1106.2     0.042645     -0.24815     0.010596            0      -2855.2       0.1933      0.92368    -0.038987            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -16            0            0      -0.8553     0.087469     0.011253     0.076216    -0.015663      -3.5869    -0.074032      -3.5129     -0.39315    -0.058555   -0.0055814    -0.052973      -9.7784      -9.0433           -1       2564.6      -527.05       -28780       2564.6      -527.05       -28780            0            0            0       29.844     -0.97122           30      -5.8391       6614.6       -18346       985.14     0.042434     -0.24809    0.0095597            0      -2801.1       0.1706      0.91657    -0.036293            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -15            0            0     -0.79596     0.077204      0.01056     0.066644    -0.014084      -3.3136    -0.069475      -3.2442     -0.36676    -0.051872   -0.0052123     -0.04666       -10.31      -9.1981           -1       2242.5      -473.91       -26783       2242.5      -473.91       -26783            0            0            0        29.86     -0.95488           30        -5.54       6170.5       -16948       872.71     0.042119     -0.24803    0.0084759            0        -2754      0.14925      0.90781    -0.033525            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -14            0            0     -0.73623     0.067661    0.0099568     0.057704    -0.012613      -3.0438    -0.065505      -2.9783     -0.33999    -0.045663   -0.0048904    -0.040772      -10.881      -9.3365           -1       1941.7       -424.4       -24773       1941.7       -424.4       -24773            0            0            0       29.874     -0.94072           30      -5.2508       5720.1       -15568       768.24     0.041679     -0.24799    0.0073359            0      -2713.2      0.12929        0.897    -0.030685            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -13            0            0     -0.67614     0.058757    0.0093492     0.049408     -0.01125      -2.7769    -0.061508      -2.7154     -0.31284    -0.039885   -0.0045686    -0.035316      -11.507      -9.4622           -1       1662.5      -378.55       -22751       1662.5      -378.55       -22751            0            0            0       29.887     -0.92823           30      -4.9666       5263.4       -14203       671.04     0.041086     -0.24795    0.0061269            0      -2677.1      0.11075      0.88358     -0.02778            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -12            0            0     -0.61571     0.050621    0.0088553     0.041766   -0.0099975      -2.5139    -0.058259      -2.4557     -0.28533    -0.034604   -0.0043074    -0.030296      -12.163      -9.5441           -1       1405.4       -336.4       -20718       1405.4       -336.4       -20718            0            0            0       29.899     -0.92026           30      -4.7001       4800.5       -12858       582.19     0.040298     -0.24791    0.0048312            0      -2654.2     0.093657      0.86677    -0.024812            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -11            0            0     -0.55497     0.043181    0.0083944     0.034786    -0.008856      -2.2544    -0.055227      -2.1992     -0.25747    -0.029784    -0.004066    -0.025718      -12.852      -9.5745           -1       1170.5      -297.99       -18674       1170.5      -297.99       -18674            0            0            0        29.91     -0.91734           30      -4.4491       4331.7       -11531       501.09     0.039257     -0.24789    0.0034228            0      -2645.7     0.078034      0.84548    -0.021787            0            0            0            0            0            0            0            0            0          294         0.58            1  
        -10            0            0     -0.49395     0.036474    0.0079956     0.028479   -0.0078266      -1.9988    -0.052602      -1.9462     -0.22925    -0.025442   -0.0038578    -0.021584      -13.542      -9.5177           -1       958.27      -263.35       -16621       958.27      -263.35       -16621            0            0            0       29.919     -0.92281           30      -4.2232         3857       -10223       428.05     0.037876     -0.24788    0.0018623            0      -2661.5     0.063903      0.81811    -0.018709            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -9            0            0     -0.43266      0.03047    0.0076194     0.022851     -0.00691      -1.7469    -0.050128      -1.6968      -0.2007    -0.021561   -0.0036605      -0.0179      -14.199        -9.34           -1        768.9      -232.51       -14558        768.9      -232.51       -14558            0            0            0       29.926     -0.94037           30      -4.0284       3376.7      -8934.6       362.74     0.036017     -0.24788    8.763e-05            0      -2712.2     0.051287      0.78229    -0.015583            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -8            0            0     -0.37114     0.025203    0.0072932      0.01791   -0.0061072       -1.499    -0.047982       -1.451     -0.17183     -0.01816   -0.0034908    -0.014669      -14.726      -8.9713           -1       602.65       -205.5       -12488       602.65       -205.5       -12488            0            0            0       29.931     -0.97902           30      -3.8848       2890.9      -7666.9       305.52      0.03345      -0.2479   -0.0020053            0      -2823.6     0.040205      0.73444    -0.012415            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -7            0            0     -0.30942     0.020661    0.0069974     0.013663   -0.0054186      -1.2552    -0.046035      -1.2092     -0.14263    -0.015231   -0.0033376    -0.011894      -14.976      -8.3305           -1       459.76      -182.33       -10412       459.76      -182.33       -10412            0            0            0       29.933      -1.0543           30      -3.8201       2399.7      -6419.9       256.26     0.029761     -0.24796   -0.0046045            0      -3040.8     0.030675      0.66912   -0.0092086            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -6            0            0     -0.24752     0.016856    0.0067394     0.010117    -0.004845      -1.0156    -0.044338     -0.97131     -0.11313    -0.012781   -0.0032034    -0.009578      -14.684      -7.3054           -1       340.42      -163.03      -8328.6       340.42      -163.03      -8328.6            0            0            0       29.931      -1.2023           30      -3.8959       1903.4      -5194.6       215.04     0.024118     -0.24805   -0.0080878            0      -3467.5     0.022711      0.57827   -0.0059697            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -5            0            0     -0.18546     0.013786    0.0065099    0.0072758   -0.0043869     -0.78039    -0.042828     -0.73756    -0.083335    -0.010808   -0.0030843    -0.007724      -13.453      -5.7937           -1       244.82      -147.61      -6240.6       244.82      -147.61      -6240.6            0            0            0       29.917       -1.516           30      -4.2511       1402.1      -3991.4       181.84     0.014577     -0.24824    -0.013341            0      -4372.3     0.016326      0.45144   -0.0027035            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -4            0            0     -0.12329     0.011446    0.0063013    0.0051447   -0.0040445     -0.54951    -0.041456     -0.50805    -0.053254   -0.0093106   -0.0029766    -0.006334      -10.771       -3.782           -1       173.11      -136.09      -4148.4       173.11      -136.09      -4148.4            0            0            0       29.872      -2.3224           30      -5.3042       895.96      -2810.5       156.65   -0.0047441     -0.24865    -0.023041            0        -6698     0.011526      0.28212   0.00058488            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -3            0            0    -0.061013     0.009848    0.0061204    0.0037275   -0.0038183     -0.32318    -0.040266     -0.28291    -0.022899   -0.0082937   -0.0028837     -0.00541      -6.1955      -1.5303           -1       125.43      -128.48        -2053       125.43      -128.48        -2053            0            0            0       29.617      -5.7393           30      -9.1689       385.25      -1652.9       139.54    -0.063757     -0.24994    -0.050811            0       -16553    0.0082797     0.095367      0.00389            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -2            0            0    0.0013273    0.0089895    0.0059621    0.0030274   -0.0037085     -0.10148    -0.039224     -0.06226    0.0077193    -0.007756   -0.0028026   -0.0049534      0.14765    0.0053789       27.449       101.87      -124.79        44.66       101.87      -124.79        44.66            0            0            0       4.3819       1632.9           30       81.601      -129.87      -519.05       130.49       5.4296     -0.12909       2.4501            0   4.7094e+06   0.00099491   5.5567e-05    0.0072065            0            0            0            0            0            0            0            0            0          294         0.58            1  
         -1            0            0     0.063707     0.008874    0.0058273    0.0030467   -0.0037152      0.11546    -0.038338       0.1538     0.038588   -0.0076994   -0.0027339   -0.0049654        7.179        1.812       3.9619       102.52      -125.01       2143.7       102.52      -125.01       2143.7            0            0            0       29.713       4.8471           30         7.93      -649.22       590.53       129.54      0.16527     -0.24489     0.051727            0        13980    0.0067894      0.12721     0.010529            0            0            0            0            0            0            0            0            0          294         0.58            1  
          0            0            0       0.1261    0.0095015    0.0057144     0.003787   -0.0038384      0.32755    -0.037595      0.36515     0.069695   -0.0081233   -0.0026764   -0.0054469       13.271       4.7127       2.8161       127.43      -129.16         4243       127.43      -129.16         4243            0            0            0       29.915       1.8637           30       4.3091      -1172.6       1675.3       136.67      0.10985     -0.24611     0.025619            0       5375.2    0.0084968      0.40094     0.013852            0            0            0            0            0            0            0            0            0          294         0.58            1  
          1            0            0      0.18847     0.010835    0.0055857    0.0052494   -0.0040781      0.53494    -0.036748      0.57169      0.10103   -0.0090059   -0.0026078   -0.0063981       17.394       7.5515       2.3034       176.63      -137.22       6341.8       176.63      -137.22       6341.8            0            0            0       29.951       1.1631           30       3.2903      -1699.8         2736       151.52       0.0911     -0.24652      0.01622            0       3354.5     0.011792      0.64617      0.01717            0            0            0            0            0            0            0            0            0          294         0.58            1  
          2            0            0       0.2508      0.01286    0.0054267    0.0074338   -0.0044341      0.73762    -0.035702      0.77333      0.13258    -0.010343   -0.0025241   -0.0078192       19.501       9.7663       1.9968       250.14       -149.2         8439       250.14       -149.2         8439            0            0            0       29.961      0.89932           30       2.9354      -2230.5       3772.7       174.02     0.081647     -0.24674     0.011065            0       2593.8     0.016704      0.80799     0.020477            0            0            0            0            0            0            0            0            0          294         0.58            1  
          3            0            0      0.31305     0.015643    0.0053031      0.01034   -0.0049062      0.93507    -0.034889      0.96996      0.16433    -0.012174   -0.0024638   -0.0097098       20.013       11.197       1.7873       347.91      -165.09        10534       347.91      -165.09        10534            0            0            0       29.963      0.78439           30       2.8606      -2764.7       4782.5       204.81     0.075925     -0.24688    0.0076197            0       2262.3     0.023235       0.9051     0.023768            0            0            0            0            0            0            0            0            0          294         0.58            1  
          4            0            0       0.3752     0.019185    0.0052192     0.013965    -0.005494       1.1272    -0.034337       1.1615      0.19627    -0.014494   -0.0024251    -0.012069       19.557        11.98       1.6326       469.92      -184.87        12625       469.92      -184.87        12625            0            0            0       29.961      0.73317           30       2.9271      -3302.1         5765       243.86     0.072064     -0.24698    0.0050329            0       2114.6     0.031381       0.9626     0.027038            0            0            0            0            0            0            0            0            0          294         0.58            1  
          5            0            0      0.43722     0.023493    0.0051843     0.018309   -0.0061971       1.3138    -0.034107       1.3479      0.22838     -0.01731   -0.0024133    -0.014896        18.61       12.306       1.5123       616.08      -208.52        14712       616.08      -208.52        14712            0            0            0       29.957      0.71374           30       3.0757      -3842.4       6719.4       291.23      0.06926     -0.24706    0.0029391            0       2058.5     0.041136      0.99702     0.030282            0            0            0            0            0            0            0            0            0          294         0.58            1  
          6            0            0      0.49908     0.028628    0.0052607     0.023368    -0.007015       1.4944     -0.03461        1.529      0.26066    -0.020654    -0.002464     -0.01819       17.433       12.316       1.4155       786.29      -236.05        16793       786.29      -236.05        16793            0            0            0       29.951      0.71316           30        3.283      -4385.5       7643.2       347.49     0.067109     -0.24713    0.0011552            0       2056.9     0.052491       1.0179     0.033493            0            0            0            0            0            0            0            0            0          294         0.58            1  
          7            0            0      0.56075     0.034625    0.0054878     0.029137   -0.0079471       1.6687    -0.036104       1.7048      0.29309    -0.024545   -0.0025974    -0.021948       16.195       12.127       1.3354       980.43      -267.41        18869       980.43      -267.41        18869            0            0            0       29.943      0.72424           30       3.5334      -4931.1       8534.7       412.96     0.065388      -0.2472  -0.00042048            0       2088.8     0.065434       1.0305     0.036666            0            0            0            0            0            0            0            0            0          294         0.58            1  
          8            0            0      0.62221     0.041481    0.0058675     0.035614   -0.0089926       1.8366    -0.038602       1.8752      0.32566    -0.028981   -0.0028128    -0.026168           15       11.832       1.2677       1198.4      -302.59        20936       1198.4      -302.59        20936            0            0            0       29.934      0.74233           30       3.8141        -5479       9393.4       487.58     0.063961     -0.24727   -0.0018487            0         2141     0.079953       1.0381     0.039797            0            0            0            0            0            0            0            0            0          294         0.58            1  
          9            0            0      0.68342      0.04914    0.0063489     0.042791    -0.010151       1.9984    -0.041769       2.0401      0.35835    -0.033923   -0.0030759    -0.030848       13.907       11.497       1.2096       1439.9      -341.56        22996       1439.9      -341.56        22996            0            0            0       29.923      0.76393           30       4.1127        -6029        10221       570.74     0.062743     -0.24733   -0.0031682            0       2203.3     0.096033       1.0423      0.04288            0            0            0            0            0            0            0            0            0          294         0.58            1  
         10            0            0      0.74436     0.057552    0.0068874     0.050665    -0.011421       2.1543    -0.045312       2.1996      0.39114    -0.039348   -0.0033645    -0.035984       12.934       11.159       1.1591       1704.8       -384.3        25047       1704.8       -384.3        25047            0            0            0       29.911      0.78711           30       4.4212      -6580.8        11018       662.01     0.061677      -0.2474   -0.0044043            0       2270.1      0.11366       1.0443      0.04591            0            0            0            0            0            0            0            0            0          294         0.58            1  
         11            0            0        0.805     0.066674     0.007447     0.059227    -0.012802       2.3045    -0.048994       2.3535      0.42404    -0.045233   -0.0036595    -0.041574       12.074       10.833       1.1146       1992.9      -430.76        27087       1992.9      -430.76        27087            0            0            0       29.898      0.81079           30       4.7347      -7134.2        11786       761.02     0.060722     -0.24746   -0.0055746            0       2338.4      0.13281       1.0448     0.048881            0            0            0            0            0            0            0            0            0          294         0.58            1  
         12            0            0      0.86532      0.07649    0.0080194     0.068471    -0.014292        2.449    -0.052759       2.5017      0.45701    -0.051572   -0.0039592    -0.047613       11.313       10.523        1.075       2303.9      -480.91        29117       2303.9      -480.91        29117            0            0            0       29.883      0.83462           30       5.0516      -7688.9        12526       867.67     0.059851     -0.24753   -0.0066915            0       2407.2      0.15346       1.0443      0.05179            0            0            0            0            0            0            0            0            0          294         0.58            1  
         13            0            0      0.92528     0.086979    0.0085917     0.078387    -0.015891       2.5878    -0.056525       2.6444      0.49005    -0.058355   -0.0042567    -0.054098       10.638       10.233       1.0396       2637.6      -534.72        31134       2637.6      -534.72        31134            0            0            0       29.868      0.85832           30       5.3702      -8244.9        13236       981.78     0.059043      -0.2476    -0.007764            0       2475.5       0.1756        1.043     0.054631            0            0            0            0            0            0            0            0            0          294         0.58            1  
         14            0            0      0.98486     0.098145    0.0091762     0.088969    -0.017598       2.7209     -0.06037       2.7813      0.52315    -0.065583   -0.0045595    -0.061024       10.035       9.9586       1.0077       2993.7      -592.15        33139       2993.7      -592.15        33139            0            0            0       29.852      0.88196           30       5.6909      -8801.7        13917       1103.4     0.058282     -0.24768   -0.0087984            0       2543.7      0.19919       1.0411       0.0574            0            0            0            0            0            0            0            0            0          294         0.58            1  
         15            0            0        1.044      0.10997    0.0097683       0.1002     -0.01941       2.8483    -0.064265       2.9126      0.55628    -0.073251    -0.004865    -0.068386       9.4936       9.7004      0.97868       3371.8      -653.14        35131       3371.8      -653.14        35131            0            0            0       29.835      0.90543           30        6.013      -9359.1        14568       1232.4     0.057557     -0.24775   -0.0097998            0       2611.4      0.22422       1.0388     0.060092            0            0            0            0            0            0            0            0            0          294         0.58            1  
         16            0            0       1.1028      0.12246     0.010375      0.11209    -0.021328       2.9698    -0.068253       3.0381      0.58944    -0.081359   -0.0051795     -0.07618       9.0053       9.4568      0.95226       3771.5      -717.65        37107       3771.5      -717.65        37107            0            0            0       29.817      0.92876           30       6.3365        -9917        15190       1368.8     0.056858     -0.24784    -0.010772            0       2678.7      0.25065       1.0361     0.062702            0            0            0            0            0            0            0            0            0          294         0.58            1  
         17            0            0       1.1611      0.13562     0.011023       0.1246    -0.023348       3.0854    -0.072522       3.1579      0.62262    -0.089918   -0.0055185    -0.084399        8.561       9.2248      0.92805       4192.6      -785.63        39069       4192.6      -785.63        39069            0            0            0       29.797      0.95211           30       6.6624       -10475        15780       1512.8     0.056178     -0.24792    -0.011717            0         2746      0.27846       1.0332     0.065228            0            0            0            0            0            0            0            0            0          294         0.58            1  
         18            0            0       1.2189      0.14943     0.011694      0.13774     -0.02547        3.195    -0.076935       3.2719      0.65578    -0.098905   -0.0058668    -0.093039       8.1569       9.0054      0.90577       4634.7      -857.03        41014       4634.7      -857.03        41014            0            0            0       29.777      0.97531           30       6.9894       -11033        16341         1664     0.055512     -0.24801    -0.012638            0       2812.9       0.3076         1.03     0.067663            0            0            0            0            0            0            0            0            0          294         0.58            1  
         19            0            0       1.2762      0.16389     0.012411      0.15148    -0.027692       3.2985    -0.081652       3.3802      0.68893     -0.10834    -0.006244     -0.10209       7.7866       8.7964       0.8852       5097.2      -931.79        42942       5097.2      -931.79        42942            0            0            0       29.756      0.99848           30       7.3182       -11591        16871       1822.7     0.054855      -0.2481    -0.013536            0       2879.7      0.33806       1.0267     0.070005            0            0            0            0            0            0            0            0            0          294         0.58            1  
         20            0            0        1.333      0.17898     0.013155      0.16583    -0.030012       3.3962    -0.086543       3.4827      0.72205     -0.11819   -0.0066349     -0.11155       7.4474       8.5984      0.86615       5579.9      -1009.9        44852       5579.9      -1009.9        44852            0            0            0       29.733       1.0215           30       7.6476       -12148        17370       1988.4     0.054203     -0.24819    -0.014413            0       2946.1      0.36979       1.0232     0.072251            0            0            0            0            0            0            0            0            0          294         0.58            1  
         21            0            0       1.3892      0.19475      0.01399      0.18076    -0.032428       3.4874    -0.092042       3.5795      0.75512     -0.12849     -0.00708     -0.12141       7.1333       8.4075      0.84844       6082.2      -1091.2        46744       6082.2      -1091.2        46744            0            0            0       29.709       1.0447           30       7.9802       -12704        17837       2161.8     0.053554     -0.24829    -0.015268            0         3013      0.40276       1.0195     0.074395            0            0            0            0            0            0            0            0            0          294         0.58            1  
         22            0            0       1.4448      0.21118     0.014922      0.19625    -0.034939       3.5724    -0.098173       3.6705      0.78813     -0.13925   -0.0075797     -0.13167       6.8418       8.2239      0.83194       6603.7      -1175.7        48616       6603.7      -1175.7        48616            0            0            0       29.685        1.068           30       8.3155       -13260        18271       2342.7     0.052904     -0.24839    -0.016104            0       3080.2      0.43693       1.0157     0.076436            0            0            0            0            0            0            0            0            0          294         0.58            1  
         23            0            0       1.4999      0.22824     0.015939      0.21231    -0.037543        3.651     -0.10486       3.7559      0.82106     -0.15044   -0.0081331     -0.14231       6.5713       8.0477      0.81654       7143.8      -1263.3        50468       7143.8      -1263.3        50468            0            0            0       29.659       1.0914           30       8.6528       -13814        18673         2531     0.052252     -0.24849     -0.01692            0       3147.7      0.47225       1.0118      0.07837            0            0            0            0            0            0            0            0            0          294         0.58            1  
         24            0            0       1.5543      0.24601     0.017114       0.2289    -0.040237       3.7229     -0.11259       3.8355      0.85391      -0.1621   -0.0087748     -0.15332       6.3178       7.8765      0.80211       7702.2      -1353.9        52299       7702.2      -1353.9        52299            0            0            0       29.631       1.1151           30       8.9943       -14367        19041       2727.2     0.051596      -0.2486    -0.017717            0       3216.1      0.50869       1.0078     0.080194            0            0            0            0            0            0            0            0            0          294         0.58            1  
         25            0            0       1.6081      0.26452     0.018498      0.24602    -0.043019       3.7878      -0.1217       3.9095      0.88665     -0.17424    -0.009531     -0.16471       6.0792        7.709      0.78859       8278.2      -1447.5        54109       8278.2      -1447.5        54109            0            0            0       29.602       1.1393           30       9.3412       -14917        19373       2931.5     0.050935     -0.24871    -0.018494            0         3286       0.5462       1.0037     0.081906            0            0            0            0            0            0            0            0            0          294         0.58            1  
         26            0            0       1.6612      0.28388     0.020233      0.26364    -0.045888       3.8447     -0.13311       3.9778      0.91927     -0.18696    -0.010502     -0.17646       5.8517        7.542      0.77588       8871.3      -1544.1        55896       8871.3      -1544.1        55896            0            0            0       29.571       1.1645           30       9.6976       -15466        19664       3145.5     0.050267     -0.24882    -0.019253            0       3358.7      0.58472      0.99949     0.083502            0            0            0            0            0            0            0            0            0          294         0.58            1  
         27            0            0       1.7136      0.30422     0.022458      0.28176    -0.048841       3.8929     -0.14775       4.0406      0.95177     -0.20032    -0.011757     -0.18856       5.6327       7.3735      0.76392         9481      -1643.4        57660         9481      -1643.4        57660            0            0            0       29.538       1.1912           30       10.067       -16013        19911       3370.2     0.049593     -0.24893    -0.019993            0       3435.5      0.62421      0.99518     0.084982            0            0            0            0            0            0            0            0            0          294         0.58            1  
